work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_category
2023,se,FT,machine learning scientist,292000,USD,292000.0,US,100,US,m,Elite
2024,en,FT,data analyst,291900,USD,291900.0,US,0,US,m,Elite
2023,se,FT,ml engineer,291500,USD,291500.0,US,0,US,m,Elite
2023,se,FT,data engineer,291500,USD,291500.0,US,0,US,m,Elite
2023,se,FT,data engineer,290300,USD,290300.0,US,0,US,m,Elite
2024,se,FT,research scientist,290000,USD,290000.0,US,0,US,m,Elite
2024,ex,FT,machine learning engineer,290000,USD,290000.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,290000,USD,290000.0,US,0,US,m,Elite
2024,se,FT,research engineer,290000,USD,290000.0,US,0,US,m,Elite
2024,se,FT,applied scientist,290000,USD,290000.0,US,100,US,m,Elite
2024,ex,FT,head of data,290000,USD,290000.0,US,100,US,m,Elite
2023,se,FT,data scientist,290000,USD,290000.0,US,0,US,m,Elite
2023,se,FT,ml engineer,290000,USD,290000.0,US,100,US,m,Elite
2023,ex,FT,head of data,290000,USD,290000.0,US,100,US,l,Elite
2023,se,FT,data engineer,290000,USD,290000.0,US,100,US,m,Elite
2023,se,FT,analytics engineer,289800,USD,289800.0,US,0,US,m,Elite
2023,se,FT,analytics engineer,289800,USD,289800.0,GB,0,GB,m,Elite
2023,se,FT,data operations engineer,289120,USD,289120.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,289076,USD,289076.0,US,0,US,m,Elite
2023,se,FT,ml engineer,289076,USD,289076.0,US,0,US,m,Elite
2024,se,FT,ai architect,289000,USD,289000.0,US,100,US,l,Elite
2024,ex,FT,data science,288400,USD,288400.0,US,0,US,m,Elite
2024,se,FT,data science,288400,USD,288400.0,US,0,US,m,Elite
2023,se,FT,data engineer,288000,USD,288000.0,US,100,US,m,Elite
2023,se,FT,machine learning engineer,288000,USD,288000.0,US,100,US,m,Elite
2024,mi,FT,data science,287800,USD,287800.0,US,0,US,m,Elite
2023,se,FT,ml engineer,287700,USD,287700.0,US,0,US,l,Elite
2024,se,FT,analytics engineer,287500,USD,287500.0,US,0,US,m,Elite
2024,se,FT,ai engineer,287500,USD,287500.0,US,0,US,m,Elite
2023,se,FT,research scientist,287500,USD,287500.0,US,0,US,m,Elite
2023,se,FT,data scientist,287500,USD,287500.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,287500,USD,287500.0,US,0,US,m,Elite
2023,mi,FT,machine learning engineer,287500,USD,287500.0,AU,0,AU,m,Elite
2024,ex,FT,data science,286500,USD,286500.0,US,0,US,m,Elite
2024,se,FT,data scientist,286000,USD,286000.0,US,0,US,m,Elite
2023,se,FT,data engineer,286000,USD,286000.0,US,0,US,m,Elite
2023,ex,FT,data engineer,286000,USD,286000.0,US,100,US,m,Elite
2023,se,FT,data scientist,285800,USD,285800.0,US,0,US,m,Elite
2023,se,FT,data scientist,285800,USD,285800.0,US,100,US,m,Elite
2024,se,FT,data scientist,285670,USD,285670.0,US,100,US,m,Elite
2024,se,FT,applied scientist,285200,USD,285200.0,US,100,US,m,Elite
2024,se,FT,ai architect,285000,USD,285000.0,US,0,US,m,Elite
2023,mi,FT,machine learning engineer,285000,USD,285000.0,US,0,US,l,Elite
2023,se,FT,data scientist,285000,USD,285000.0,US,100,US,m,Elite
2023,se,FT,machine learning engineer,285000,USD,285000.0,US,0,US,m,Elite
2023,se,FT,data engineer,285000,USD,285000.0,US,0,US,m,Elite
2023,se,FT,data architect,285000,USD,285000.0,US,100,US,m,Elite
2023,se,FT,research scientist,285000,USD,285000.0,US,0,US,m,Elite
2024,se,FT,data scientist,284500,CHF,323295.0,CH,50,CH,l,Elite
2024,se,FT,machine learning engineer,284400,USD,284400.0,US,0,US,m,Elite
2023,se,FT,data engineer,284310,USD,284310.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,284310,USD,284310.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,284050,USD,284050.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,284000,USD,284000.0,US,100,US,m,Elite
2023,ex,FT,data engineer,284000,USD,284000.0,US,100,US,m,Elite
2024,se,FT,data engineer,283800,USD,283800.0,US,100,US,m,Elite
2024,se,FT,data scientist,283800,USD,283800.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,283780,USD,283780.0,US,0,US,m,Elite
2024,se,FT,data engineer,283780,USD,283780.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,283780,USD,283780.0,US,0,US,m,Elite
2023,se,FT,deep learning engineer,283780,USD,283780.0,US,0,US,m,Elite
2023,se,FT,data engineer,283780,USD,283780.0,US,0,US,m,Elite
2024,se,FT,data architect,283500,USD,283500.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,283200,USD,283200.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,283200,USD,283200.0,US,100,US,m,Elite
2023,se,FT,research scientist,283050,USD,283050.0,US,0,US,m,Elite
2023,se,FT,data scientist,283000,USD,283000.0,US,0,US,m,Elite
2024,se,FT,robotics software engineer,282000,USD,282000.0,US,0,US,m,Elite
2024,se,FT,data engineer,282000,USD,282000.0,US,0,US,m,Elite
2023,se,FT,data engineer,282000,USD,282000.0,US,0,US,m,Elite
2023,en,FT,applied scientist,281700,USD,281700.0,US,0,US,m,Elite
2023,se,FT,data scientist,281000,USD,281000.0,CA,0,CA,m,Elite
2023,se,FT,research engineer,281000,USD,281000.0,US,0,US,m,Elite
2023,se,FT,data scientist,280889,USD,280889.0,US,0,US,m,Elite
2023,se,FT,data scientist,280830,USD,280830.0,CA,100,CA,m,Elite
2023,mi,FT,machine learning engineer,280700,USD,280700.0,US,100,US,m,Elite
2023,se,FT,data engineer,280600,USD,280600.0,US,0,US,m,Elite
2023,se,FT,data architect,280100,USD,280100.0,US,100,US,m,Elite
2024,se,FT,research scientist,280000,USD,280000.0,US,0,US,m,Elite
2024,se,FT,prompt engineer,280000,USD,280000.0,US,0,US,m,Elite
2024,se,FT,research engineer,280000,USD,280000.0,US,0,US,m,Elite
2024,mi,FT,mlops engineer,280000,USD,280000.0,US,0,US,m,Elite
2024,mi,FT,machine learning engineer,280000,USD,280000.0,US,0,US,m,Elite
2024,mi,FT,research engineer,280000,USD,280000.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,280000,USD,280000.0,US,0,US,m,Elite
2023,mi,FT,data science,280000,USD,280000.0,US,0,US,m,Elite
2023,se,FT,data scientist,280000,USD,280000.0,US,100,US,m,Elite
2023,se,FT,data engineer,280000,USD,280000.0,US,0,US,m,Elite
2023,se,FT,data analyst,280000,USD,280000.0,US,0,US,m,Elite
2023,se,FT,machine learning scientist,280000,USD,280000.0,US,100,US,m,Elite
2023,mi,FT,research scientist,280000,USD,280000.0,GB,50,GB,l,Elite
2023,se,FT,computer vision engineer,280000,USD,280000.0,US,0,US,m,Elite
2024,se,FT,data scientist,279000,USD,279000.0,US,100,US,m,Elite
2024,se,FT,data architect,278800,USD,278800.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,278700,USD,278700.0,US,0,US,m,Elite
2024,se,FT,research scientist,278700,USD,278700.0,US,0,US,m,Elite
2024,se,FT,data scientist,278700,USD,278700.0,US,0,US,m,Elite
2023,se,FT,research scientist,278700,USD,278700.0,US,0,US,m,Elite
2023,se,FT,data scientist,278700,USD,278700.0,US,0,US,m,Elite
2023,se,FT,data engineer,278300,USD,278300.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,278000,USD,278000.0,US,0,US,m,Elite
2023,se,FT,data scientist,277500,USD,277500.0,US,0,US,m,Elite
2023,se,FT,data scientist,277300,USD,277300.0,GB,0,GB,m,Elite
2024,se,FT,data engineer,277000,USD,277000.0,US,0,US,m,Elite
2024,se,FT,machine learning scientist,277000,USD,277000.0,US,0,US,m,Elite
2023,se,FT,data scientist,277000,USD,277000.0,US,0,US,m,Elite
2024,se,FT,ai engineer,276000,USD,276000.0,US,0,US,m,Elite
2024,se,FT,data engineer,276000,USD,276000.0,US,0,US,m,Elite
2024,se,FT,data architect,276000,USD,276000.0,US,0,US,m,Elite
2024,mi,FT,data science,276000,USD,276000.0,US,0,US,m,Elite
2024,se,FT,data science,276000,USD,276000.0,US,0,US,m,Elite
2023,se,FT,ml engineer,276000,USD,276000.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,276000,USD,276000.0,US,0,US,m,Elite
2023,se,FT,data engineer,276000,USD,276000.0,US,100,US,m,Elite
2021,se,FT,lead data engineer,276000,USD,276000.0,US,0,US,l,Elite
2023,se,FT,data scientist,275500,USD,275500.0,US,0,US,m,Elite
2023,se,FT,data scientist,275300,USD,275300.0,US,100,US,m,Elite
2023,se,FT,ml engineer,275300,USD,275300.0,US,100,US,m,Elite
2023,se,FT,data engineer,275300,USD,275300.0,US,100,US,m,Elite
2023,se,FT,analytics engineer,275300,USD,275300.0,US,100,US,m,Elite
2024,se,FT,data engineer,275000,USD,275000.0,US,100,US,m,Elite
2023,se,FT,machine learning engineer,275000,USD,275000.0,US,0,US,m,Elite
2023,se,FT,ml engineer,275000,USD,275000.0,DE,0,DE,m,Elite
2023,se,FT,ml engineer,275000,USD,275000.0,US,0,US,m,Elite
2023,se,FT,data engineer,275000,USD,275000.0,US,0,US,m,Elite
2023,se,FT,research scientist,275000,USD,275000.0,US,0,US,m,Elite
2023,mi,FT,data engineer,275000,USD,275000.0,CA,0,CA,m,Elite
2023,mi,FT,research scientist,275000,USD,275000.0,US,0,US,m,Elite
2023,se,FT,research engineer,275000,USD,275000.0,DE,0,DE,m,Elite
2022,se,FT,ai developer,275000,USD,275000.0,CA,0,CA,s,Elite
2023,se,FT,machine learning engineer,275000,USD,275000.0,DE,0,DE,m,Elite
2023,se,FT,nlp engineer,275000,USD,275000.0,US,0,US,m,Elite
2022,se,FT,data engineer,275000,USD,275000.0,US,100,US,m,Elite
2024,se,FT,data engineer,274965,CAD,211511.0,CA,0,CA,m,Elite
2023,se,FT,data architect,274450,USD,274450.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,274000,USD,274000.0,US,100,US,m,Elite
2024,se,FT,data scientist,273500,USD,273500.0,US,0,US,m,Elite
2023,se,FT,data scientist,273500,USD,273500.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,273400,USD,273400.0,US,0,US,m,Elite
2023,se,FT,research scientist,273400,USD,273400.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,273400,USD,273400.0,US,100,US,m,Elite
2023,se,FT,research engineer,273000,USD,273000.0,US,0,US,m,Elite
2024,se,FT,analytics engineer,272700,USD,272700.0,US,0,US,m,Elite
2023,se,FT,data scientist,272550,USD,272550.0,US,0,US,m,Elite
2022,se,FT,data scientist,272550,USD,272550.0,US,100,US,m,Elite
2024,se,FT,data scientist,272400,USD,272400.0,US,0,US,m,Elite
2023,se,FT,data scientist,272400,USD,272400.0,US,0,US,m,Elite
2023,ex,FT,data science manager,272400,USD,272400.0,US,0,US,l,Elite
2023,se,FT,data science manager,272400,USD,272400.0,US,0,US,l,Elite
2023,se,FT,data scientist,272300,USD,272300.0,US,0,US,m,Elite
2023,se,FT,data scientist,272290,USD,272290.0,US,100,US,m,Elite
2023,se,FT,data science lead,272000,USD,272000.0,US,0,US,m,Elite
2023,se,FT,machine learning software engineer,272000,USD,272000.0,US,0,US,m,Elite
2023,se,FT,data engineer,270703,USD,270703.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,270400,USD,270400.0,US,0,US,m,Elite
2024,mi,FT,data engineer,270250,USD,270250.0,US,0,US,m,Elite
2024,se,FT,data engineer,270250,USD,270250.0,US,0,US,m,Elite
2024,se,FT,data science,270250,USD,270250.0,US,0,US,m,Elite
2023,se,FT,data science,270250,USD,270250.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,270000,USD,270000.0,US,0,US,m,Elite
2024,se,FT,data engineer,270000,USD,270000.0,AU,0,AU,m,Elite
2024,se,FT,research engineer,270000,USD,270000.0,US,0,US,m,Elite
2023,se,FT,ml engineer,270000,USD,270000.0,US,100,US,m,Elite
2023,mi,FT,research scientist,270000,USD,270000.0,US,0,US,l,Elite
2023,ex,FT,head of data,270000,USD,270000.0,US,100,US,m,Elite
2023,se,FT,data scientist,270000,USD,270000.0,US,0,US,m,Elite
2023,mi,FT,data science manager,270000,USD,270000.0,US,100,US,m,Elite
2021,mi,CT,ml engineer,270000,USD,270000.0,US,100,US,l,Elite
2023,ex,FT,head of data,269600,USD,269600.0,US,100,US,m,Elite
2023,ex,FT,head of data,269600,USD,269600.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,269500,USD,269500.0,US,0,US,m,Elite
2024,se,FT,data engineer,269100,USD,269100.0,US,0,US,m,Elite
2023,se,FT,data engineer,269100,USD,269100.0,US,0,US,m,Elite
2024,se,FT,data scientist,269000,USD,269000.0,CA,0,CA,m,Elite
2023,se,FT,machine learning engineer,269000,USD,269000.0,CA,100,CA,m,Elite
2024,se,FT,data science,268700,USD,268700.0,US,0,US,m,Elite
2024,ex,FT,data engineer,268500,USD,268500.0,CA,0,CA,m,Elite
2023,se,FT,data scientist,268000,USD,268000.0,US,0,US,m,Elite
2023,ex,FT,data engineer,268000,USD,268000.0,US,100,US,m,Elite
2023,se,FT,machine learning engineer,268000,USD,268000.0,US,100,US,m,Elite
2024,se,FT,data science,267900,USD,267900.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,267900,USD,267900.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,267720,USD,267720.0,US,0,US,m,Elite
2023,se,FT,ml engineer,267720,USD,267720.0,US,0,US,m,Elite
2024,ex,FT,head of data,267500,USD,267500.0,US,0,US,m,Elite
2024,mi,FT,data science manager,267100,USD,267100.0,US,0,US,m,Elite
2023,se,FT,data scientist,267100,USD,267100.0,US,100,US,m,Elite
2023,se,FT,analytics engineer,267000,USD,267000.0,US,0,US,m,Elite
2024,se,FT,data engineer,266875,USD,266875.0,US,0,US,m,Elite
2024,se,FT,data scientist,266875,USD,266875.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,266875,USD,266875.0,US,0,US,m,Elite
2023,se,FT,data engineer,266875,USD,266875.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,266500,USD,266500.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,266500,USD,266500.0,CA,0,CA,m,Elite
2024,se,FT,applied scientist,266482,USD,266482.0,US,0,US,m,Elite
2023,se,FT,research engineer,266450,USD,266450.0,US,0,US,m,Elite
2023,se,FT,data science engineer,266450,USD,266450.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,266400,USD,266400.0,US,0,US,m,Elite
2022,se,FT,data architect,266400,USD,266400.0,US,100,US,m,Elite
2024,se,FT,ai architect,266000,USD,266000.0,US,0,US,m,Elite
2023,se,FT,data engineer,266000,USD,266000.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,266000,USD,266000.0,US,0,US,m,Elite
2023,se,FT,data scientist,266000,USD,266000.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,265800,USD,265800.0,US,100,US,m,Elite
2023,ex,FT,data engineer,265800,USD,265800.0,US,100,US,m,Elite
2024,se,FT,data engineer,265200,USD,265200.0,US,0,US,m,Elite
2024,ex,FT,machine learning engineer,265000,USD,265000.0,US,0,US,m,Elite
2023,se,FT,data scientist,265000,USD,265000.0,US,100,US,m,Elite
2023,se,FT,data engineer,265000,USD,265000.0,US,100,US,m,Elite
2023,ex,FT,data engineer,265000,USD,265000.0,US,0,US,m,Elite
2023,se,FT,data engineer,265000,USD,265000.0,US,0,US,m,Elite
2023,se,FT,data scientist,264846,USD,264846.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,264400,USD,264400.0,US,100,US,m,Elite
2024,se,FT,machine learning engineer,263500,USD,263500.0,US,100,US,m,Elite
2023,se,FT,machine learning engineer,263500,USD,263500.0,US,100,US,m,Elite
2023,se,FT,data architect,263100,USD,263100.0,US,0,US,m,Elite
2024,mi,FT,business intelligence manager,263000,USD,263000.0,US,0,US,m,Elite
2024,ex,FT,head of data,263000,USD,263000.0,US,0,US,m,Elite
2023,se,FT,applied scientist,262500,USD,262500.0,US,0,US,l,Elite
2024,se,FT,ml engineer,262269,USD,262269.0,US,100,US,m,Elite
2023,se,FT,ml engineer,262269,USD,262269.0,US,100,US,m,Elite
2023,se,FT,machine learning engineer,262000,USD,262000.0,US,0,US,m,Elite
2023,se,FT,data scientist,262000,USD,262000.0,US,100,US,m,Elite
2023,se,FT,research engineer,261500,USD,261500.0,US,0,US,l,Elite
2023,se,FT,machine learning engineer,261500,USD,261500.0,US,0,US,l,Elite
2024,se,FT,data science,261050,USD,261050.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,260800,USD,260800.0,US,0,US,m,Elite
2023,mi,FT,data scientist,260600,USD,260600.0,US,0,US,m,Elite
2022,ex,FT,data science manager,260500,USD,260500.0,US,0,US,m,Elite
2024,en,FT,machine learning engineer,260100,USD,260100.0,US,100,US,m,Elite
2024,mi,FT,machine learning engineer,260100,USD,260100.0,US,100,US,m,Elite
2024,se,FT,applied scientist,260000,USD,260000.0,US,0,US,l,Elite
2024,se,FT,machine learning engineer,260000,USD,260000.0,US,0,US,m,Elite
2024,mi,FT,data scientist,260000,USD,260000.0,US,0,US,m,Elite
2024,se,FT,business intelligence,260000,USD,260000.0,US,0,US,m,Elite
2024,ex,FT,managing director data science,260000,USD,260000.0,US,50,US,l,Elite
2024,se,FT,data engineer,260000,USD,260000.0,US,0,US,m,Elite
2023,se,FT,research scientist,260000,USD,260000.0,US,0,US,m,Elite
2023,se,FT,data scientist,260000,USD,260000.0,US,0,US,m,Elite
2023,se,FT,applied scientist,260000,USD,260000.0,US,0,US,l,Elite
2023,mi,FT,applied scientist,260000,USD,260000.0,US,0,US,l,Elite
2023,se,FT,machine learning engineer,260000,USD,260000.0,US,0,US,m,Elite
2023,mi,FT,machine learning engineer,260000,USD,260000.0,US,0,US,m,Elite
2023,se,FT,machine learning infrastructure engineer,260000,USD,260000.0,US,100,US,m,Elite
2023,se,FT,ai developer,260000,USD,260000.0,US,0,US,m,Elite
2023,se,FT,data engineer,260000,USD,260000.0,US,0,US,m,Elite
2023,se,FT,analytics engineer,260000,USD,260000.0,US,0,US,m,Elite
2023,se,FT,ml engineer,260000,USD,260000.0,US,100,US,m,Elite
2023,ex,FT,director of data science,260000,USD,260000.0,US,100,US,m,Elite
2023,mi,FT,ml engineer,260000,USD,260000.0,AU,0,AU,m,Elite
2023,mi,FT,data engineer,260000,USD,260000.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,260000,USD,260000.0,US,100,US,m,Elite
2023,se,FT,ml engineer,260000,USD,260000.0,CA,100,CA,m,Elite
2022,mi,FT,data engineer,260000,USD,260000.0,US,0,US,m,Elite
2022,se,FT,data engineer,260000,USD,260000.0,US,0,US,m,Elite
2022,ex,FT,data engineer,260000,USD,260000.0,US,100,US,m,Elite
2022,se,FT,data scientist,260000,USD,260000.0,US,100,US,m,Elite
2020,se,FT,machine learning scientist,260000,USD,260000.0,JP,0,JP,s,Elite
2024,se,FT,analytics engineer,259900,USD,259900.0,CA,100,CA,m,Elite
2023,se,FT,business intelligence specialist,259900,USD,259900.0,US,0,US,m,Elite
2024,ex,FT,machine learning engineer,259850,USD,259850.0,US,0,US,m,Elite
2024,se,FT,data engineer,259700,USD,259700.0,US,100,US,m,Elite
2023,se,FT,data engineer,259000,USD,259000.0,US,0,US,m,Elite
2023,se,FT,business intelligence engineer,259000,USD,259000.0,US,0,US,m,Elite
2023,se,FT,data engineer,259000,USD,259000.0,US,100,US,m,Elite
2023,se,FT,data engineer,258900,USD,258900.0,US,100,US,m,Elite
2024,se,FT,machine learning engineer,258800,USD,258800.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,258800,USD,258800.0,US,0,US,m,Elite
2023,se,FT,applied scientist,258800,USD,258800.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,258800,USD,258800.0,GB,0,GB,m,Elite
2023,se,FT,data engineer,258750,USD,258750.0,US,100,US,m,Elite
2023,ex,FT,data scientist,258750,USD,258750.0,US,0,US,m,Elite
2024,se,FT,data science,258720,USD,258720.0,US,0,US,m,Elite
2023,se,FT,data modeler,258700,USD,258700.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,258700,USD,258700.0,US,0,US,m,Elite
2023,se,FT,data scientist,258700,USD,258700.0,US,0,US,m,Elite
2023,mi,FT,machine learning engineer,258700,USD,258700.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,258600,USD,258600.0,US,100,US,m,Elite
2024,ex,FT,data engineer,258500,USD,258500.0,US,0,US,m,Elite
2024,se,FT,data engineer,258500,USD,258500.0,US,0,US,m,Elite
2023,se,FT,head of data,258500,USD,258500.0,US,100,US,m,Elite
2024,se,FT,machine learning engineer,258450,USD,258450.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,258384,USD,258384.0,US,100,US,m,Elite
2024,se,FT,research scientist,258100,USD,258100.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,258100,USD,258100.0,US,0,US,m,Elite
2024,mi,FT,data science manager,258000,USD,258000.0,US,0,US,m,Elite
2023,se,FT,data scientist,258000,USD,258000.0,US,0,US,m,Elite
2023,se,FT,data scientist,258000,USD,258000.0,CA,0,CA,m,Elite
2023,mi,FT,data engineer,258000,USD,258000.0,US,0,US,m,Elite
2023,mi,FT,aws data architect,258000,USD,258000.0,US,100,US,l,Elite
2024,se,FT,data architect,257600,USD,257600.0,US,0,US,m,Elite
2024,en,FT,research engineer,257400,USD,257400.0,US,0,US,m,Elite
2023,se,FT,applied scientist,257400,USD,257400.0,US,0,US,m,Elite
2023,mi,FT,research engineer,257400,USD,257400.0,US,0,US,m,Elite
2023,ex,FT,data engineer,257400,USD,257400.0,US,100,US,m,Elite
2024,se,FT,ai architect,257250,USD,257250.0,US,100,US,m,Elite
2024,se,FT,machine learning engineer,257000,USD,257000.0,US,0,US,m,Elite
2023,se,FT,data scientist,257000,USD,257000.0,US,100,US,m,Elite
2023,se,FT,machine learning engineer,257000,USD,257000.0,US,0,US,m,Elite
2023,se,FT,data scientist,257000,USD,257000.0,US,0,US,m,Elite
2024,se,FT,applied scientist,256100,USD,256100.0,US,0,US,m,Elite
2023,se,FT,data scientist,256000,USD,256000.0,US,100,US,m,Elite
2021,se,FT,ml engineer,256000,USD,256000.0,US,100,US,s,Elite
2024,se,FT,machine learning engineer,255800,USD,255800.0,US,0,US,m,Elite
